Rank,Name,Net Worth,Real Time Wealth,Age,State,Source of Wealth,Philanthropic Score,profile,url
318,Helen Johnson-Leipold,$3.60 ,$3.60 ,64,Wisconsin,cleaning products,2,"Helen Johnson-Leipold is an heir to family-owned SC Johnson, a privately-held cleaning products company.
Helen is the chairman and CEO of Johnson Outdoors, a publicly-traded company that sells outdoor gear.
She is also chairman of the Johnson Financial Group, which includes family-owned Johnson Bank.
SC Johnson products include Pledge, Off and Windex; the company has $11 billion in revenues (estimate).
Helen and her siblings pledged $150 million to Cornell in 2017 to fund the SC Johnson College of Business.",https://www.forbes.com/profile/helen-johnson-leipold/
318,Mary Alice Dorrance Malone,$3.60 ,$3.50 ,71,Pennsylvania,Campbell Soup,1,"Mary Alice Dorrance Malone is the largest shareholder of the Campbell Soup Company.
She sits on Campbell's board alongside her billionaire brother, Bennett Dorrance.
Her grandfather, John T. Dorrance, invented the condensed-soup formula that transformed the company in 1897.
Billionaire Daniel Loeb's activist hedge fund, Third Point, tried unsuccessfully to oust her and other board members in September 2018.
Malone is the president of Iron Spring Farm, a horse breeding and training company with expansive properties in Pennsylvania and Florida.",https://www.forbes.com/profile/mary-alice-dorrance-malone/
318,Winifred J. Marquart,$3.60 ,$3.60 ,62,Virginia,cleaning products,2,"Winifred J. Marquart is the president of the Johnson Family Foundation, the main purpose of which is to facilitate meetings and build community.
She is the great-great-granddaughter of SC Johnson (d. 1991), the company's founder.
She is an heir to family-owned SC Johnson, the privately-held cleaning products company whose products include Pledge and Windex.
Winifred and her siblings pledged $150 million to Cornell in 2017 to fund the SC Johnson College of Business.",https://www.forbes.com/profile/winifred-j-marquart/
318,Arturo Moreno,$3.60 ,$3.60 ,75,Arizona,"billboards, Anaheim Angels",2,"Arturo Moreno is the owner of the Los Angeles Angels baseball team, which he bought in 2003 for $184 million. It is now worth about $2 billion.
Moreno's initial fortune came from billboard advertising company Outdoor Systems, which he sold to Infinity Broadcasting in 1999 for $8.7 billion.
He has stakes in other billboard advertising companies, though the bulk of his fortune is now tied up in the Angels.
In December 2019, Moreno bought a 150-acre site in Anaheim for $325 million, with plans to develop housing, retail and a potential new Angels stadium.
He donates millions of dollars annually to the Moreno Family Foundation, which supports underprivileged youth and education nonprofits.",https://www.forbes.com/profile/arturo-moreno/
318,Jay Paul,$3.60 ,$3.90 ,74,California,real estate,N/A,"Silicon Valley real estate developer Jay Paul builds and leases office space to big tech firms, including Hewlett-Packard, Amazon and Apple.
His privately held Jay Paul Co. has developed some 12 million square feet of office space in Silicon Valley.
His first project in San Francisco-proper was 181 Fremont, a 70-story tower with offices and 67 luxury condos up top, which opened in 2018.
Paul is developing about 4 million square feet of office space in downtown San Jose, with plans for a new office campus and several high-rises.
He also owns properties in Santa Cruz, San Diego and Austin, Texas.",https://www.forbes.com/profile/jay-paul/
318,J.B. Pritzker,$3.60 ,$3.60 ,56,Illinois,"hotels, investments",3,"Jay Robert ""JB"" Pritzker is the governor of Illinois; he unseated Republican incumbent Bruce Rauner in 2018 as a Democratic candidate.
An heir to the Hyatt Hotel fortune, Pritzker ran private equity firm Pritzker Group with his brother Anthony until March 2017.
His charitable foundation supports nonprofits primarily in Chicago, including the Ounce of Prevention Fund, which provides early-childhood education.
His uncle Jay Pritzker (d.1999) founded Hyatt Hotels and his father Donald (d. 1972) managed and developed the Hyatt Hotel chain.
His sister Penny Pritzker, also a billionaire, served as U.S. Commerce Secretary under President Obama from 2013 to early 2017.",https://www.forbes.com/profile/jb-pritzker/
318,Rodger Riney & family,$3.60 ,$3.60 ,75,Missouri,discount brokerage,2,"Rodger Riney is the cofounder of discount brokerage firm Scottrade, which is now part of TD Ameritrade.
After college, Riney turned down a job at a top engineering firm and joined a Missouri investment company for less pay.
A decade later, he quit his job, drove 1,500 miles from St. Louis to Scottsdale, Ariz. and cofounded Scottrade in 1980.
Riney, who bought out his partner in 1985, expanded the firm to 3 million client accounts with a total $170 billion in assets under management.
He sold out to Joe Ricketts' TD Ameritrade for $4 billion in 2017, 2 years after he was diagnosed with blood cancer multiple myeloma.
He has since donated $40 million to Washington U. to research the disease and develop treatments for neurodegenerative illnesses.",https://www.forbes.com/profile/rodger-riney/
318,Thomas Secunda,$3.60 ,$3.60 ,67,New York,Bloomberg LP,2,"Thomas Secunda is a cofounder of financial services and media company Bloomberg LP.
He built the company's financial products, most notably its lucrative terminal business.
The terminal business accounts for an estimated 80% of Bloomberg LP's more than $10 billion in revenue.
He holds a 4% stake in the business and still leads its terminal division.
Secunda helped spearhead recovery efforts in the U.S. Virgin Islands in the wake of devastating hurricanes in 2017.",https://www.forbes.com/profile/thomas-secunda/
318,Jerry Speyer,$3.60 ,$3.60 ,81,New York,real estate,1,"Real estate baron Jerry Speyer redeveloped landmarks like Rockefeller Center and the Chrysler Building in Manhattan.
Jerry is the chairman of Tishman Speyer and his son Rob is CEO. Until 2015, they held co-CEO titles.
Tishman Speyer has developed over 152 million square feet, including skyscrapers in New York, Chicago, Berlin, London, Frankfurt and Paris.
Speyer started the firm with his late father-in-law, Robert Tishman, in 1978. The marriage ended in divorce, but the company survived.",https://www.forbes.com/profile/jerry-speyer/
318,Vincent Viola,$3.60 ,$3.80 ,65,New York,electronic trading,1,"The son of a truck driver from Brooklyn, Vincent Viola started electronic-trading firm Virtu Financial in 2008 and took the company public in 2015.
Market-maker Virtu completed a series of secondary offerings in May 2019 to help repurchase more than $500 million in stock from Viola.
Viola splurged on real estate with stock sale proceeds, buying a beachfront Florida condo and spending $108 million on Arizona's tallest skyscraper.
Viola is the owner of the NHL Florida Panthers. He graduated from West Point in 1977 and New York Law School in 1983.
In 2003 he founded the Combating Terrorism Center at West Point to provide education and research about global terrorism.",https://www.forbes.com/profile/vincent-viola/
333,Fred Ehrsam,$3.50 ,$4.40 ,33,Florida,cryptocurrency exchange,N/A,"Ehrsam founded cryptocurrency exchange Coinbase in 2012 with Brian Armstrong. It has since grown into the largest U.S. crypto brokerage.
Ehrsam left the company in 2017 but remains on the board and still owns about 6% of its stock; Coinbase went public in April 2021.
In 2018, he cofounded Paradigm, a cryptocurrency investment firm with more than $1 billion in assets.
Ehrsam graduated from Duke and worked as a foreign exchange trader at Goldman Sachs for two years before starting Coinbase.
Growing up, he played thousands of hours of World of Warcraft, where he first learned about the concept of in-game digital currencies.",https://www.forbes.com/profile/fred-ehrsam/
333,Archie Aldis Emmerson & family,$3.50 ,$3.50 ,92,California,"timberland, lumber mills",2,"The country's third largest landowner, Archie Aldis ""Red"" Emmerson and his family own nearly 2 million acres.
His Sierra Pacific Industries is the largest private lumber production firm in the nation, with 14 sawmills across California and Washington.
Emmerson and his father Curly started SPI in 1949. It went public in 1969 but four years later they bought out their partner and took it private
Today, Red's sons George and Mark run the firm as president and chairman, respectively, though Red is still at the office nearly every day.",https://www.forbes.com/profile/archie-aldis-emmerson/
333,James Irsay,$3.50 ,$3.50 ,62,Indiana,Indianapolis Colts,1,"Jim Irsay owns the Indianapolis Colts, the NFL team he inherited from his father, Robert Irsay (d. 1997).
He grew up with the Colts, living with the team during summer camp and traveling on the team bus.
Irsay played football at Southern Methodist University, where he studied broadcast journalism, before joining the Colts' front office.
He worked in everything from ticket sales to public relations before being named GM in 1984, at 24. Upon his father's death, Irsay became 100% owner.
Since Irsay assumed ownership, the Colts have become noticeably more successful, notching 14 winning seasons (including a Super Bowl win in 2006).",https://www.forbes.com/profile/james-irsay/
333,Jeffrey Lurie,$3.50 ,$3.50 ,70,Pennsylvania,Philadelphia Eagles,2,"Jeffrey Lurie, a former professor of social policy, is the outspoken owner of the Philadelphia Eagles NFL team.
In 1994, Lurie took out a loan to buy the Philadelphia Eagles for $185 million. The team is now worth $3.1 billion.
Lurie took an executive role at General Cinema Corporation, the film company founded by his grandfather, in 1983.
Two years later, he founded Chestnut Hill Productions, where he produced a string of mostly forgettable movies.
Lurie owns over 90% of the team. He has established the Eagles Autism Challenge, which has raised $6 million over the last two years.",https://www.forbes.com/profile/jeffrey-lurie/
333,Lynn Schusterman,$3.50 ,$3.50 ,82,Oklahoma,"oil & gas, investments",5,"Lynn Schuterman's husband Charles Schusterman founded Samson Resources in 1971 and grew it until his death from leukemia in 2000.
Lynn and Charles' daughter Stacy became co-CEO of Samson Resources in 1999 and the sole CEO in 2005.
Under Stacy Schusterman's leadership, the family sold most of the company's assets to a KKR-led group for $7.2 billion in 2011.
Lynn Schusterman held onto some oil and gas assets, which are part of Samson Energy, chaired by her daughter Stacy.
Of the Samson proceeds, $2.3 billion went to the Charles and Lynn Schusterman Foundation, devoted to Jewish charities and early childhood education.",https://www.forbes.com/profile/lynn-schusterman/
333,Romesh T. Wadhwani,$3.50 ,$3.50 ,74,California,software,2,"Romesh Wadhwani is the chairman and CEO of Symphony Technology Group, which brings in $2.5 billion in annual revenues.
He combined 9 of his companies that were AI-focused into a new group called SymphonyAI in 2017.
After graduating from the Indian Institute of Technology, he went to Carnegie Mellon and received a Ph.D. in 1972 in electrical engineering.
The serial entrepreneur later founded Aspect Development, which i2 Technologies acquired for $9.3 billion in stock in 1999.
He sits on the boards of the Kennedy Center and the Center for Strategic and International Studies.
He and his brother, Sunil, founded the Wadhwani Institute of Artificial Intelligence at the University of Mumbai in 2018, committing over $30 million.",https://www.forbes.com/profile/romesh-t-wadhwani/
333,"William Wrigley, Jr.",$3.50 ,$3.50 ,57,Florida,chewing gum,N/A,"In 1999 William ""Beau"" Wrigley Jr., an heir to the Wrigley's chewing gum fortune, took over the business his great-grandfather started in 1891.
Wrigley Jr., who was CEO, expanded the company in 2005 by purchasing Altoids and Life Savers from Kraft Foods for $1.46 billion.
In 2008, he sold the Chicago-based firm to candy giant Mars Inc. for $23 billion in cash.
In 2018, Wrigley became CEO of Parallel, a company that makes and sells cannabis products in Florida, Massachusetts, Texas and Nevada.
Wrigley is on the board of the Everglades Foundation, which works to restore and protect the Florida national park's ecosystem.",https://www.forbes.com/profile/william-wrigley-jr/
340,Steve Conine,$3.40 ,$3 ,49,Massachusetts,online retail,1,"Steve Conine is cofounder and co-chairman of online home goods retailer Wayfair.
He started the business in 2002 with fellow billionaire Niraj Shah. The two met as high school students at a summer program at Cornell University.
Wayfair, which now offers more than 18 million products, generated $14 billion in net revenue in 2020, up 55% from the previous year.
Conine sits on the board of online marketplace CarGurus.
Conine's sister Sarah runs the furniture business founded by their mother and is the owner of CO9 Design, a supplier for Wayfair.",https://www.forbes.com/profile/steve-conine/
340,Behdad Eghbali,$3.40 ,$3.40 ,45,California,private equity,N/A,"Behdad Eghbali cofounded Clearlake Capital in 2006 with Jose E. Feliciano. The private equity firm is based in Santa Monica, California.
Clearlake Capital oversees $43 billion and is known for scoring some of the private equity industry's best returns.
Clearlake typically buys software, industrial and consumer products companies.
Prior to Clearlake, Eghbali worked in private equity for TPG Capital.",https://www.forbes.com/profile/behdad-eghbali/
340,Jose E. Feliciano,$3.40 ,$3.40 ,48,California,private equity,1,"Jose E. Feliciano cofounded Clearlake Capital in 2006 with Behdad Eghbali; both men are managing partners. The private equity firm is based in Santa Monica, California.
Clearlake Capital oversees $43 billion and has scored some of the industry's best returns.
Clearlake is known for buying software, industrial and consumer products companies.
Feliciano worked in investment banking at Goldman Sachs and was the chief financial officer of govWorks before it declared bankruptcy in 2000.
Feliciano, who was born in Puerto Rico, is on the board of trustees of Stanford University and the Smithsonian National Museum of the American Latino.",https://www.forbes.com/profile/jose-e-feliciano/
340,Thomas Hagen,$3.40 ,$4.20 ,85,Pennsylvania,insurance,1,"Thomas Hagen is chairman of Erie Indemnity and has been a part of the company for more than 50 years, including three years as CEO from 1990 to 1993.
The publicly-traded insurance company was cofounded by his late wife Susan's father, H. O. Hirt, and his friend O. G. Crawford.
Susan Hagen, who was Erie's longest serving director, died in June 2015 at age 79.
Now the nation's 13th largest auto insurer and 12th largest home insurer, the firm began with a business plan scribbled in a 10-cent notebook in 1925.
In 2017, Hagen gifted $1.5 million to Mercyhurst University's history department, which subsequently took his name.",https://www.forbes.com/profile/thomas-hagen/
340,Jim Kavanaugh,$3.40 ,$3.40 ,58,Missouri,IT provider,N/A,"Jim Kavanaugh is the CEO of IT provider World Wide Technology.
With David Steward, he started the St. Louis-based company in 1990 by selling computers and printers to telecom companies like AT&T.
Kavanaugh personally fulfilled one of the company's first orders by renting a truck and driving 500 PCs to Omaha.
WWT is now a $13.4 billion (sales) company that sells software and hardware to customers including Citi, Verizon and the federal government.
Before starting WWT, Kavanaugh was a professional soccer player and was on the 1984 Olympic team.",https://www.forbes.com/profile/jim-kavanaugh/
340,Steven Klinsky,$3.40 ,$3.40 ,65,New York,investments,N/A,"Steve Klinsky founded $35 billion (assets) investment firm New Mountain Capital in 1999.
Klinsky rose to become one of the top partners at Forstmann Little, an early private equity titan, before striking out on his own.
One of the buyout industry's top performers, New Mountain Capital specializes in private equity, private credit and real estate.
Known for buying and growing small and midsized companies through acquisitions, the business has never had an investment default.
Klinsky's wife, Maureen Sherry, is a former Bear Stearns banker who, in 2016, published ""Opening Belle,"" a fictionalized account of a woman navigating crisis-era Wall Street.",https://www.forbes.com/profile/steven-klinsky/
340,Frank Laukien,$3.40 ,$3.10 ,61,Massachusetts,scientific equipment,N/A,"Frank Laukien is the chairman and CEO of Bruker Corp., a scientific instruments manufacturer headquartered in Billerica, Massachusetts.
His father, physics professor Gunther Laukien, founded the company in 1960.
The firm initially specialized in magnets and power supplies; now it produces a variety of imaging machines and microscopes, among others.
The company is publicly traded; Frank Laukien owns a 25.4% stake.
Laukien's brother, Joerg Laukien, served on Bruker's board but retired in 2018.",https://www.forbes.com/profile/frank-laukien/
340,John Middleton,$3.40 ,$3.40 ,66,Pennsylvania,tobacco,2,"John Middleton made his fortune selling his family's storied tobacco business to Philip Morris' parent, Altria, in 2007 for $2.9 billion in cash.
The original business, John Middleton Inc., was founded as a small retail tobacco shop in Philadelphia in 1856 by his great-great-grandfather.
The company began manufacturing cigarettes in the 1950s and launched the Black & Mild cigar brand in 1980.
Middleton bought out his relatives' stakes in the company in 2003 for about $200 million amid tobacco lawsuits that threatened to harm the business.
Middleton has a nearly 50% stake in the Philadelphia Phillies baseball team.",https://www.forbes.com/profile/john-middleton/
340,Bob Parsons,$3.40 ,$3.40 ,70,Arizona,web hosting,3,"The colorful founder of GoDaddy, Bob Parsons, sold off his remaining stake in the web hosting firm and stepped down from the board in 2018.
Parsons grew up ""poor as a church mouse"" in inner-city Baltimore and struggled in school, flunking the fifth grade.
He sold software firm Parsons Technology to Intuit for $64 million in 1994; three years later he launched Jomax Technologies, later renamed GoDaddy.
In 2014, Parsons founded PXG, which makes high-performance golf equipment and apparel.
He also owns commercial real estate, motorcycle dealerships, a production company and the Scottsdale National Golf Club in Arizona.
Parsons and his wife have given away more than $230 million to charities since 2012.",https://www.forbes.com/profile/bob-parsons/
340,Richard Sands,$3.40 ,$3.50 ,70,Florida,liquor,1,"Richard and Robert Sands' father, Marvin, founded a humble wine business in 1945 at age 21.
That small operation has ballooned into a publicly traded behemoth now called Constellation Brands, which generates over $8 billion in annual revenue.
The company is known for its relentless streak of acquisitions. Subsidiaries include Robert Mondavi wine and Svedka Vodka.
Constellation also holds the rights to Grupo Modelo's U.S. beer business, including its Modelo and Corona labels.
Richard Sands, who joined the company in 1979, was CEO from 1993 to 2007. He served as chairman from 1999 to 2018 and is now executive vice chair.",https://www.forbes.com/profile/richard-sands/
340,Robert Sands,$3.40 ,$3.50 ,63,Florida,liquor,1,"Robert and Richard Sands' father, Marvin, founded a humble wine business in 1945 at age 21.
That small operation has mushroomed into a publicly-traded behemoth now called Constellation Brands, which generates over $8 billion in annual revenue.
Robert Sands, who joined the company in 1986 as general counsel, was CEO from 2007 until March 2019. He is now executive chairman.
The company is known for its relentless streak of acquisitions. Subsidiaries include Robert Mondavi wine and Svedka Vodka.
Constellation also holds the rights to Grupo Modelo's U.S. beer business, including its Modelo and Corona labels.",https://www.forbes.com/profile/robert-sands/
340,T. Denny Sanford,$3.40 ,$3.40 ,85,South Dakota,"banking, credit cards",5,"T. Denny Sanford owns First Premier Bank, which specializes in offering credit cards to high-risk borrowers.
The Sioux Falls, South Dakota, bank has just 17 branches, but is one of the largest issuers of Mastercards - many with steep rates and low limits.
An active philanthropist, Sanford says he wants to die broke. But he faces a rare problem: He says he can't get rid of his fortune fast enough.
Thanks to hefty dividends from First Premier, Sanford is no closer to bankruptcy than when he began, despite giving nearly $2 billion to charity.",https://www.forbes.com/profile/t-denny-sanford/
340,RJ Scaringe,$3.40 ,$1 ,38,California,electric vehicles,N/A,"RJ Scaringe founded and runs privately owned electric car maker Rivian Automotive, which was valued by investors in early 2021 at $27.6 billion.
In 2009, Scaringe founded the car company that became Rivian Automotive with a goal to build vehicles that are rugged, luxurious and battery powered.
He debuted his first two vehicles, an SUV and a pickup truck, at the L.A. Auto Show in November 2018. They rolled the first electric pickup truck off the line in September 2021.
Investors in Rivian include Amazon, which owns a 20% stake; Ford Motor and Cox Automotive; the company has an IPO planned for early November 2021.
He grew up in Melbourne, Florida, and has a doctorate in mechanical engineering from MIT's Sloan Automotive Lab.",https://www.forbes.com/profile/rj-scaringe/
340,Niraj Shah,$3.40 ,$3.10 ,47,Massachusetts,online retail,1,"Niraj Shah is cofounder and CEO of online home goods retailer Wayfair.
He started the business in 2002 with Steve Conine, who is also a billionaire. The two met as high school students at a program at Cornell University.
Shah and Conine ended up living in the same dorm their freshman year at Cornell and became good friends.
Wayfair, which now offers more than 18 million products, generated $14 billion in net revenue in 2020, up 55% from the previous year.
Shah joined the board of the Federal Reserve Bank of Boston in 2017.",https://www.forbes.com/profile/niraj-shah/
340,Herb Simon,$3.40 ,$3.70 ,86,Indiana,real estate,2,"In 1960, Herb Simon and his brother Melvin (d. 2009) founded the precursor to Simon Property Group.
Simon Property Group is now one of the world's largest real estate investment trusts, with 233 properties globally, including 198 in the U.S.
Simon is chairman emeritus; his nephew, David, who is Melvin's son, has been CEO since 1995.
Simon also owns the Indiana Pacers, which he bought with his brother. The team is worth more than $1.5 billion.",https://www.forbes.com/profile/herb-simon/
340,Pat Stryker,$3.40 ,$3.40 ,65,Colorado,medical equipment,3,"Pat Stryker is a philanthropist and founder of Bohemian Foundation, which supports music, community, global and civic programs.
The healthcare heir has given $225 million to charity over her lifetime, primarily through the foundation.
Her grandfather founded Stryker Corp., which sold $14.4 billion worth of medical equipment in 2020.
In 2016, she and her brother, Jon Stryker, gave a combined $10 million to fund the nation's first memorial to the victims of racial terror lynchings.
In September 2017, her foundation offered to match Coloradoans' donations to hurricane relief up to $3 million.",https://www.forbes.com/profile/pat-stryker/
340,Thomas Tull,$3.40 ,$3.20 ,51,Pennsylvania,"movies, investments",2,"Former film financier and founder of production company Legendary Entertainment, Thomas Tull's biggest hits came from backing blockbusters.
In January 2015, Tull inked a deal with Chinese billionaire Wang Jianlin's Wanda Group to buy Legendary for up to $3.5 billion in cash, stock and debt.
Tull stepped down as CEO of Legendary in January 2016 to concentrate on his Tull Investment Group which has invested in the likes of Magic Leap.
His new investment holding company, Tulco, holds stakes in publicly traded medical apparel startup Figs and insurance brokerage Acrisure.
A sports fan, Tull owns a valuable minority stake in the Pittsburgh Steelers and a collection of baseball memorabilia.",https://www.forbes.com/profile/thomas-tull/
340,Jerry Yang,$3.40 ,$3.30 ,52,California,Yahoo,2,"Yang cofounded web portal Yahoo in 1995 after dropping out of a Ph.D. program in electrical engineering at Stanford.
Yang served as Yahoo's CEO from 2007 to 2009; he left Yahoo's board in 2012.
In 2017, he and his wife, Akiko Yamazaki, pledged $25 million to San Francisco's Asian Art Museum, the largest gift in the museum's history.
In 2016, Yahoo completed the sale of its core operating business to Verizon for $5 billion in cash.
Yang founded AME Cloud Ventures, which bets on data-driven startups. Through his fund and personally, Yang has made several impact-minded investments.
Yang began a two-year term as chair of the board of trustees at Stanford, where he received his bachelor's and master's degrees, in July 2021.",https://www.forbes.com/profile/jerry-yang/
358,John Arnold,$3.30 ,$3.30 ,47,Texas,hedge funds,5,"John Arnold shocked the hedge fund world in 2012 when, at just 38 years old, he announced he would no longer manage other people's money.
A hugely successful energy trader, Arnold once worked at Enron, earning the disgraced company a reported $750 million the year it went bankrupt.
From its ashes, Arnold built his own hedge fund, Centaurus Advisors.
In recent years Arnold has invested in solar farms and deepwater oil developments in the Gulf of Mexico.
In the name of social experimentation, in 2020 Arnold supported Oregon's referendum decriminalizing all drugs, which passed.",https://www.forbes.com/profile/john-arnold/
358,Bill Austin,$3.30 ,$3.10 ,79,Texas,hearing aids,N/A,"Bill Austin owns Starkey Hearing Technologies, the largest hearing aid manufacturer in the U.S.
He bought a hearing aid parts shop, which was then called Starkey Labs, for $13,000 in 1970.
Austin fired several top executives of Starkey Hearing in 2015, a tumultuous time for the company.
That move unleashed a series of events that resulted in the former company president being found guilty of federal fraud charges in 2018.
Austin spends much of his time traveling to developing countries for his Starkey Hearing Foundation, distributing hearing aids.",https://www.forbes.com/profile/bill-austin/
358,James Leprino,$3.30 ,$3.40 ,83,Colorado,cheese,1,"James Leprino owns the world's largest mozzarella cheese maker, with $3.5 billion in estimated annual sales.
His Leprino Foods is the exclusive supplier of cheese to Domino's, Papa John's and Pizza Hut.
After graduating high school in 1956, he started working with his father full-time at his market.
In 1958, after larger chain grocery stores had forced the Leprino market to close, the Leprino Foods cheese empire started with $615.
Today, Leprino Foods has more than 50 patents. Those innovations are essentially how Leprino created the ""pizza cheese"" that Americans eat today.",https://www.forbes.com/profile/james-leprino/
358,Ben Silbermann,$3.30 ,$2.70 ,39,California,social media,N/A,"Ben Silbermann is cofounder and the CEO of the photo bookmarking site Pinterest, which went public in April 2019.
Silbermann owns a 38% stake in the company, which had 454 million users worldwide as of June 2021.
Silbermann, along with cofounders Evan Sharp and Paul Sciarra, launched the first desktop version of Pinterest in March 2010.
Pinterest lets users save and share image collections from recipes to hairstyles to crafts and home decor through their mobile phones or computers.",https://www.forbes.com/profile/ben-silbermann/
358,Steve Wynn,$3.30 ,$3.30 ,79,Florida,"casinos, hotels",1,"Steve Wynn created some of Las Vegas' most notable casinos, including The Mirage, Treasure Island, Bellagio and Wynn Las Vegas.
He resigned as Wynn Resorts' chairman and CEO in February 2018 after dozens of women accused him of sexual misconduct; Wynn denies the allegations.
Wynn cofounded Wynn Resorts with his then-wife, Elaine Wynn, in 2002. They later divorced. She is now the largest shareholder in the casino company.
He battled for years with Elaine over their divorce agreement and with former partner Kazuo Okada, whom he accused of bribery; Okada denied it.
Son of an East Coast bingo parlor operator, Wynn took over the struggling business upon his father's death and moved into Las Vegas casinos in 1967.
At 15, Wynn sold Good Humor ice cream bars from a bicycle.",https://www.forbes.com/profile/steve-wynn/
363,Aneel Bhusri,$3.20 ,$3.30 ,55,California,business software,1,"Aneel Bhusri is CEO of business software firm Workday, which he cofounded with Dave Duffield, the founder of PeopleSoft.
Bhusri started his career in the early 1990s at business software firm PeopleSoft, where he rose to become vice chairman.
He also works as an advisory partner at venture capital firm Greylock Partners; he's been on the Forbes Midas List six times since 2008.
He studied electrical engineering at Brown University and has an MBA from Stanford.
In May 2018, Bhusri joined the Giving Pledge, a commitment by the world's wealthiest people to dedicate the majority of their wealth to philanthropy.",https://www.forbes.com/profile/aneel-bhusri/
363,"Robert Hale, Jr.",$3.20 ,$3.20 ,55,Massachusetts,telecom,3,"Robert Hale is the founder and CEO of wholesale telecommunications provider Granite Telecommunications.
Hale founded Granite in 2002, less than six months after his previous company, Network Plus, filed for bankruptcy.
The company provides voice, data and other communications services to businesses and governmental agencies in the U.S. and Canada.
Granite generated over $1.5 billion in sales in 2020; the company says more than two thirds of the largest 100 U.S. companies are clients.
Hale has personally donated over $259 million towards cancer research, educational institutions and other charitable causes.",https://www.forbes.com/profile/robert-hale-jr/
363,Gail Miller,$3.20 ,$3.20 ,77,Utah,car dealerships,2,"Gail Miller and husband Larry (d. 2009) turned a single Toyota dealership into a $5.3 billion (estimated 2020 sales) operation with 64 dealerships.
Gail serves as owner and chairman of the board of the Larry H. Miller Management Corporation.
The Millers purchased the Utah Jazz NBA team in 1986 for $22 million; on Oct. 28, 2020, the family agreed to sell it for $1.66 billion to Ryan Smith.
In early 2017, Miller transferred ownership of the Utah Jazz basketball team to a family legacy trust to deter her heirs from selling or moving it.
In April 2018, she published the book ""Courage To Be You: Inspiring Lessons From An Unexpected Journey.""",https://www.forbes.com/profile/gail-miller/
363,"H. Ross Perot, Jr.",$3.20 ,$3.20 ,62,Texas,real estate,2,"Ross Perot Jr. founded real estate development company Hillwood, whose diversified portfolio is estimated to exceed 42 million square feet.
His father, late billionaire presidential candidate Ross Perot Sr., let his son borrow against his fortune to start his real estate empire.
Perot Jr.'s Hillwood has developed and acquired more than 200 million square feet of industrial space and 90 residential communities.
Hillwood also built AllianceTexas, an inland port on 27,000 acres of pasture outside Fort Worth, which is home to 61,000 employees and 525 companies.
Hillwood is developing Frisco Station, a $1.8 billion, 242-acre mixed-use development in Frisco, Texas, that is set to open in 2021.",https://www.forbes.com/profile/h-ross-perot-jr/
363,Alice Schwartz,$3.20 ,$2.80 ,95,California,biotech,N/A,"With $720 in savings, Alice Schwartz and her husband David launched Bio-Rad Laboratories in a Berkeley Quonset hut in 1952.
Early products included ion exchange resins, substances used to facilitate pharmaceutical manufacturing and lab research.
Bio-Rad now sells 10,000 life science research and clinical diagnostics products and had 2019 revenues of $2.3 billion.
Bio-Rad held its IPO in 1966. It was listed on the American Stock Exchange in 1980, then the New York Stock Exchange in 2008.
Schwartz, who was widowed in 2012, remains on the board of Bio-Rad and owns a 14% stake; her son Norman is chairman and CEO.",https://www.forbes.com/profile/alice-schwartz/
368,William Ackman,$3.10 ,$3.30 ,55,New York,hedge funds,3,"Bill Ackman founded and runs Pershing Square Capital Management.
Ackman married Nexi Oxman, a professor in MIT's Media Lab in January 2019, after finalizing his divorce from his longtime wife Karen.
Ackman created Pershing Square in 2004 and rose to fame for his short of bond insurer MBIA and his rescue of mall operator General Growth.
Coming out of the crisis, he at times topped Wall Street with activist wins on Canadian Pacific, Fortune Brands and Allergan.
He hit hard times after trying to merge Allergan and Valeant in 2014. He made over $1 billion on the former, but lost $3 billion on the latter.",https://www.forbes.com/profile/william-ackman/
368,David Gottesman,$3.10 ,$3.10 ,95,New York,investments,3,"David ""Sandy"" Gottesman's fortune mostly comes from his early investment in Berkshire Hathaway, where he sits on the board.
A Harvard Business School graduate, Gottesman cofounded the investment firm First Manhattan Co., which was an early investor in Berkshire Hathaway.
First Manhattan now has more than $16 billion in assets under management.",https://www.forbes.com/profile/david-gottesman/
368,Hamilton James,$3.10 ,$3.40 ,70,New York,investments,2,"Hamilton ""Tony"" James was recruited to Blackstone Group in 2002 to help run its rapidly-expanding private equity and asset management business.
As the COO and president, James oversaw Blackstone's rise to the biggest buyout firm on the planet, with $684 billion in assets under management.
He handed day-to-day management duties to Blackstone head of real estate Jonathan Gray in February 2018, but remains involved as executive vice chair.
He started his career at investment bank Donaldson, Lufkin & Jenrette, then worked at Credit Suisse after it acquired DLJ, before joining Blackstone.
He is a board member of several environmental nonprofits and in 2016 co-authored Rescuing Retirement, a book on solutions to the retirement crisis.",https://www.forbes.com/profile/hamilton-james/
368,Penny Pritzker,$3.10 ,$3.20 ,62,Illinois,"hotels, investments",3,"Penny Pritzker is one of 11 billionaire heirs in the Pritzker clan, and the only one who has served in the White House.
A key fundraiser for Presidents Obama and Biden, Pritzker was the U.S. Secretary of Commerce from 2013 to 2017.
Pritzker is also the founder and chairman of PSP Partners, a private investment firm with ventures in real estate, hedge funds and startups.
Since re-entering the private sector, Pritzker has joined the boards of Microsoft and enterprise software startup Icertis.
Previously she was chair of credit-reporting firm TransUnion and cofounder of real estate investment firm Artemis Real Estate Partners.",https://www.forbes.com/profile/penny-pritzker/
